origin_statefips,origin_countyfips,dest_statefips,dest_countyfips,dest_stateabbr,dest_countyname,n_returns,n_individuals,adj_grossincome
36,55,6,1,CA,Alameda County,37,49,2396
36,55,36,75,NY,Oswego County,37,58,1862
36,55,36,99,NY,Seneca County,37,63,1488
36,55,9,1,CT,Fairfield County,36,46,2172
36,55,24,5,MD,Baltimore County,36,56,2393
36,55,25,21,MA,Norfolk County,36,64,3683
36,55,36,15,NY,Chemung County,36,54,1209
36,55,6,59,CA,Orange County,35,56,2677
36,55,9,9,CT,New Haven County,35,56,2196
36,55,34,17,NJ,Hudson County,35,42,1774
36,55,36,119,NY,Westchester County,35,54,2422
36,55,48,29,TX,Bexar County,35,82,2313
36,55,12,117,FL,Seminole County,34,69,1383
36,55,12,69,FL,Lake County,33,57,2072
36,55,34,23,NJ,Middlesex County,33,50,1705
36,55,36,13,NY,Chautauqua County,32,54,1424
36,55,47,37,TN,Davidson County,32,48,2036
36,55,8,41,CO,El Paso County,31,53,1508
36,55,9,3,CT,Hartford County,31,55,2312
36,55,13,67,GA,Cobb County,31,55,1419
36,55,25,27,MA,Worcester County,31,46,1508
36,55,42,91,PA,Montgomery County,31,56,2510
36,55,45,13,SC,Beaufort County,31,53,5102
36,55,45,19,SC,Charleston County,30,53,2691
36,55,37,81,NC,Guilford County,29,50,1045
36,55,41,51,OR,Multnomah County,29,47,2276
36,55,45,91,SC,York County,29,61,2236
36,55,4,19,AZ,Pima County,28,54,1461
36,55,12,97,FL,Osceola County,28,51,1358
36,55,12,111,FL,St. Lucie County,28,39,1787
36,55,12,119,FL,Sumter County,28,48,4943
36,55,25,9,MA,Essex County,28,39,2521
36,55,48,121,TX,Denton County,28,65,1896
36,55,6,75,CA,San Francisco County,27,31,2741
36,55,36,59,NY,Nassau County,27,44,1373
36,55,39,153,OH,Summit County,27,43,509
36,55,42,49,PA,Erie County,27,34,1046
36,55,48,85,TX,Collin County,27,58,2460
36,55,34,13,NJ,Essex County,26,39,1378
36,55,36,89,NY,St. Lawrence County,26,37,1290
36,55,36,93,NY,Schenectady County,26,39,1689
36,55,37,97,NC,Iredell County,25,39,1062
36,55,13,135,GA,Gwinnett County,24,50,1641
36,55,26,163,MI,Wayne County,24,52,1187
36,55,27,53,MN,Hennepin County,24,38,1218
36,55,44,7,RI,Providence County,24,37,1239
36,55,47,93,TN,Knox County,24,43,1592
36,55,49,35,UT,Salt Lake County,24,35,2521
36,55,23,5,ME,Cumberland County,23,43,4849
36,55,6,71,CA,San Bernardino County,22,25,668
36,55,8,59,CO,Jefferson County,22,29,1191
36,55,24,510,MD,Baltimore city,22,31,1773
36,55,36,83,NY,Rensselaer County,22,34,879
36,55,12,53,FL,Hernando County,21,52,1218
36,55,26,125,MI,Oakland County,21,50,2575
36,55,36,53,NY,Madison County,21,33,1157
36,55,6,67,CA,Sacramento County,20,37,1632
36,55,25,13,MA,Hampden County,20,40,712
36,57,36,57,NY,Montgomery County Non-migrants,18479,36013,1056001
36,57,36,35,NY,Fulton County,335,577,14199
36,57,36,93,NY,Schenectady County,151,231,5952
36,57,36,91,NY,Saratoga County,116,187,7220
36,57,36,1,NY,Albany County,72,107,4044
36,57,36,95,NY,Schoharie County,58,102,2180
36,57,36,43,NY,Herkimer County,55,88,1915
36,57,36,77,NY,Otsego County,22,30,883
36,57,36,65,NY,Oneida County,20,40,832
36,59,36,59,NY,Nassau County Non-migrants,567240,1135106,76187902
36,59,36,103,NY,Suffolk County,7998,13764,921331
36,59,36,81,NY,Queens County,4391,6974,276115
36,59,36,61,NY,New York County,1653,2161,242699
36,59,36,47,NY,Kings County,1472,2110,120295
36,59,12,99,FL,Palm Beach County,1152,2051,374226
36,59,36,119,NY,Westchester County,454,750,62276
36,59,12,11,FL,Broward County,430,766,59785
36,59,9,1,CT,Fairfield County,339,618,93198
36,59,34,17,NJ,Hudson County,323,407,39476
36,59,36,5,NY,Bronx County,309,521,24487
36,59,34,3,NJ,Bergen County,281,534,47015
36,59,12,86,FL,Miami-Dade County,274,495,184335
36,59,6,37,CA,Los Angeles County,266,359,26113
36,59,12,95,FL,Orange County,236,412,18500
36,59,37,119,NC,Mecklenburg County,233,441,14477
36,59,34,23,NJ,Middlesex County,231,428,28067
36,59,37,183,NC,Wake County,215,434,25607
36,59,34,13,NJ,Essex County,180,301,17165
36,59,12,57,FL,Hillsborough County,173,337,20435
36,59,36,71,NY,Orange County,171,328,16391
36,59,45,51,SC,Horry County,171,293,14294
36,59,4,13,AZ,Maricopa County,160,254,21988
36,59,12,71,FL,Lee County,152,252,24058
36,59,48,201,TX,Harris County,146,293,8789
36,59,12,111,FL,St. Lucie County,141,231,12895
36,59,12,103,FL,Pinellas County,133,210,11498
36,59,42,101,PA,Philadelphia County,132,172,6653
36,59,12,21,FL,Collier County,122,231,43707
36,59,34,39,NJ,Union County,118,199,13740
36,59,36,27,NY,Dutchess County,118,202,19592
36,59,12,115,FL,Sarasota County,117,219,20100
36,59,12,101,FL,Pasco County,113,241,9525
36,59,34,25,NJ,Monmouth County,113,219,13579
36,59,9,9,CT,New Haven County,111,170,8885
36,59,25,17,MA,Middlesex County,111,155,8733
36,59,9,3,CT,Hartford County,110,202,7222
36,59,36,85,NY,Richmond County,109,169,9279
36,59,32,3,NV,Clark County,108,177,10544
36,59,6,73,CA,San Diego County,107,160,8085
36,59,12,105,FL,Polk County,105,182,7583
36,59,36,87,NY,Rockland County,101,189,11626
36,59,13,121,GA,Fulton County,99,194,11240
36,59,12,81,FL,Manatee County,98,189,15290
36,59,13,135,GA,Gwinnett County,93,196,4587
36,59,48,453,TX,Travis County,93,163,26074
36,59,11,1,DC,District of Columbia,90,110,8649
36,59,12,9,FL,Brevard County,89,141,6686
36,59,12,109,FL,St. Johns County,87,207,15245
36,59,24,31,MD,Montgomery County,87,153,12445
36,59,48,85,TX,Collin County,87,198,8567
36,59,10,3,DE,New Castle County,83,130,6463
36,59,25,25,MA,Suffolk County,83,105,11006
36,59,34,27,NJ,Morris County,83,143,10479
36,59,53,33,WA,King County,83,136,10024
36,59,36,91,NY,Saratoga County,82,156,6482
36,59,12,97,FL,Osceola County,81,143,4486
36,59,48,113,TX,Dallas County,80,131,6189
36,59,36,111,NY,Ulster County,79,113,6558
36,59,42,89,PA,Monroe County,79,147,7219
36,59,12,31,FL,Duval County,75,135,4611
36,59,34,29,NJ,Ocean County,74,130,5309
36,59,12,117,FL,Seminole County,73,158,6857
36,59,42,77,PA,Lehigh County,73,142,5427
36,59,36,1,NY,Albany County,72,102,5353
36,59,17,31,IL,Cook County,68,90,4944
36,59,45,19,SC,Charleston County,68,138,8800
36,59,6,59,CA,Orange County,67,112,16361
36,59,34,35,NJ,Somerset County,67,124,8740
36,59,36,29,NY,Erie County,67,109,3853
36,59,13,67,GA,Cobb County,66,128,4465
36,59,48,157,TX,Fort Bend County,65,167,5813
36,59,51,59,VA,Fairfax County,64,110,6405
36,59,36,55,NY,Monroe County,63,99,4127
36,59,12,61,FL,Indian River County,61,93,9352
36,59,34,31,NJ,Passaic County,61,126,6521
36,59,12,69,FL,Lake County,60,110,4850
36,59,42,95,PA,Northampton County,60,101,4254
36,59,10,5,DE,Sussex County,59,112,6825
36,59,12,127,FL,Volusia County,59,90,4337
36,59,37,19,NC,Brunswick County,59,104,6214
36,59,36,79,NY,Putnam County,58,96,6674
36,59,18,97,IN,Marion County,57,126,2379
36,59,45,13,SC,Beaufort County,57,105,8647
36,59,12,35,FL,Flagler County,55,97,6040
36,59,37,179,NC,Union County,55,134,8622
36,59,8,31,CO,Denver County,53,68,3819
36,59,42,103,PA,Pike County,52,97,4072
36,59,12,119,FL,Sumter County,51,90,5454
36,59,45,57,SC,Lancaster County,51,98,5718
36,59,12,85,FL,Martin County,50,82,8375
36,59,37,129,NC,New Hanover County,50,100,4907
36,59,42,29,PA,Chester County,50,80,4987
36,59,24,33,MD,Prince George's County,49,83,1405
36,59,36,67,NY,Onondaga County,49,68,2217
36,59,47,37,TN,Davidson County,49,68,4544
36,59,42,91,PA,Montgomery County,48,84,4626
36,59,45,91,SC,York County,48,114,5746
36,59,42,3,PA,Allegheny County,47,79,4347
36,59,42,71,PA,Lancaster County,47,84,2590
36,59,24,5,MD,Baltimore County,46,79,2168
36,59,34,5,NJ,Burlington County,46,73,4024
36,59,42,17,PA,Bucks County,46,94,6463
36,59,24,510,MD,Baltimore city,44,61,2845
36,59,34,7,NJ,Camden County,44,89,2622
36,59,44,7,RI,Providence County,44,78,3055
36,59,48,439,TX,Tarrant County,44,80,3635
36,59,12,83,FL,Marion County,43,83,3348
36,59,37,81,NC,Guilford County,43,79,2309
36,59,48,121,TX,Denton County,43,90,5671
36,59,51,153,VA,Prince William County,43,80,2027
36,59,36,39,NY,Greene County,42,67,7220
36,59,45,45,SC,Greenville County,42,93,3552
36,59,36,93,NY,Schenectady County,41,60,2375
36,59,36,105,NY,Sullivan County,41,84,3410
36,59,6,85,CA,Santa Clara County,39,63,4963
36,59,13,89,GA,DeKalb County,39,58,2211
36,59,24,3,MD,Anne Arundel County,39,56,2959
36,59,34,21,NJ,Mercer County,39,76,4272
36,59,42,127,PA,Wayne County,39,77,3632
36,59,45,15,SC,Berkeley County,39,79,4021
36,59,6,1,CA,Alameda County,38,46,3669
36,59,37,25,NC,Cabarrus County,38,87,4075
36,59,42,79,PA,Luzerne County,38,77,2181
36,59,25,21,MA,Norfolk County,37,58,5613
36,59,36,7,NY,Broome County,37,66,1838
36,59,37,63,NC,Durham County,37,56,2022
36,59,6,75,CA,San Francisco County,36,42,5358
36,59,51,13,VA,Arlington County,36,40,2760
36,59,10,1,DE,Kent County,35,66,3006
36,59,12,53,FL,Hernando County,35,63,2513
36,59,37,97,NC,Iredell County,35,79,3372
36,59,42,69,PA,Lackawanna County,34,53,1611
36,59,51,41,VA,Chesterfield County,34,78,2909
36,59,25,27,MA,Worcester County,33,49,3221
36,59,48,491,TX,Williamson County,33,60,2907
36,59,51,87,VA,Henrico County,33,64,2127
36,59,25,9,MA,Essex County,32,49,3734
36,59,45,63,SC,Lexington County,31,80,2325
36,59,42,11,PA,Berks County,30,63,1794
36,59,13,51,GA,Chatham County,29,48,2101
36,59,39,35,OH,Cuyahoga County,29,56,3522
36,59,48,29,TX,Bexar County,29,44,2139
36,59,12,15,FL,Charlotte County,28,48,4050
36,59,25,3,MA,Berkshire County,28,50,5954
36,59,37,51,NC,Cumberland County,28,49,1055
36,59,34,1,NJ,Atlantic County,27,44,2642
36,59,26,125,MI,Oakland County,26,55,3516
36,59,39,49,OH,Franklin County,26,45,1403
36,59,57,5,FR,Foreign - APO/FPO ZIPs,26,45,1563
36,59,6,65,CA,Riverside County,25,45,1548
36,59,36,95,NY,Schoharie County,25,42,2219
36,59,37,101,NC,Johnston County,25,55,2293
36,59,37,133,NC,Onslow County,25,37,1943
36,59,51,510,VA,Alexandria city,25,30,1707
36,59,15,3,HI,Honolulu County,24,36,1455
36,59,36,25,NY,Delaware County,24,35,1599
36,59,42,45,PA,Delaware County,24,53,2589
36,59,6,71,CA,San Bernardino County,23,43,1441
36,59,9,5,CT,Litchfield County,23,42,6400
36,59,36,113,NY,Warren County,23,41,1894
36,59,51,107,VA,Loudoun County,23,54,2890
36,59,51,810,VA,Virginia Beach city,23,31,2038
36,59,57,3,FR,Foreign - Puerto Rico,23,39,2009
36,59,6,19,CA,Fresno County,22,27,768
36,59,13,63,GA,Clayton County,22,37,760
36,59,13,151,GA,Henry County,22,40,1534
36,59,4,19,AZ,Pima County,21,36,1445
36,59,36,65,NY,Oneida County,21,43,1076
36,59,36,83,NY,Rensselaer County,21,35,1029
36,59,37,67,NC,Forsyth County,21,42,1416
36,59,6,67,CA,Sacramento County,20,29,1998
36,59,9,11,CT,New London County,20,31,1709
36,59,23,5,ME,Cumberland County,20,27,2238
36,59,25,15,MA,Hampshire County,20,26,1286
36,59,33,11,NH,Hillsborough County,20,32,2188
36,59,33,15,NH,Rockingham County,20,34,2622
36,59,36,77,NY,Otsego County,20,29,1260
36,59,45,35,SC,Dorchester County,20,45,1211
36,59,49,35,UT,Salt Lake County,20,24,3413
36,61,36,61,NY,New York County Non-migrants,633953,998232,147504394
36,61,36,47,NY,Kings County,15302,19039,1987334
36,61,36,81,NY,Queens County,6494,8775,561243
36,61,36,5,NY,Bronx County,6039,10515,266981
36,61,34,17,NJ,Hudson County,4451,5863,691504
36,61,36,119,NY,Westchester County,4159,7447,1283250
36,61,36,103,NY,Suffolk County,3352,5741,2733384
36,61,9,1,CT,Fairfield County,3131,5537,1445189
36,61,6,37,CA,Los Angeles County,2868,3683,516297
36,61,36,59,NY,Nassau County,2566,4210,878731
36,61,12,86,FL,Miami-Dade County,2519,3652,3015639
36,61,34,3,NJ,Bergen County,2256,3925,580961
36,61,12,99,FL,Palm Beach County,1362,2014,1110139
36,61,34,13,NJ,Essex County,1273,2250,345678
36,61,17,31,IL,Cook County,1070,1298,175382
36,61,42,101,PA,Philadelphia County,962,1258,113953
36,61,34,25,NJ,Monmouth County,919,1376,272142
36,61,11,1,DC,District of Columbia,849,1018,133566
36,61,25,25,MA,Suffolk County,833,973,114820
36,61,12,11,FL,Broward County,832,1161,160881
36,61,25,17,MA,Middlesex County,803,1010,116037
36,61,6,75,CA,San Francisco County,786,925,169105
36,61,48,453,TX,Travis County,767,1000,313236
36,61,53,33,WA,King County,732,908,138466
36,61,34,39,NJ,Union County,693,1197,112792
36,61,34,27,NJ,Morris County,679,1020,201835
36,61,36,27,NY,Dutchess County,620,1031,243299
36,61,34,23,NJ,Middlesex County,615,865,83764
36,61,9,9,CT,New Haven County,599,880,119349
36,61,48,201,TX,Harris County,576,767,89475
36,61,36,71,NY,Orange County,545,942,54052
36,61,36,85,NY,Richmond County,540,942,37630
36,61,36,111,NY,Ulster County,532,935,188993
36,61,6,59,CA,Orange County,524,676,95393
36,61,6,73,CA,San Diego County,521,698,82102
36,61,13,121,GA,Fulton County,518,660,70682
36,61,48,113,TX,Dallas County,486,651,143715
36,61,36,87,NY,Rockland County,481,771,91167
36,61,6,85,CA,Santa Clara County,472,636,103658
36,61,8,31,CO,Denver County,470,582,86082
36,61,4,13,AZ,Maricopa County,443,575,74462
36,61,24,31,MD,Montgomery County,442,595,68297
36,61,37,119,NC,Mecklenburg County,403,582,64424
36,61,34,31,NJ,Passaic County,385,614,29620
36,61,12,95,FL,Orange County,373,561,30692
36,61,51,59,VA,Fairfax County,373,493,66240
36,61,6,1,CA,Alameda County,368,447,44894
36,61,9,5,CT,Litchfield County,368,668,366435
36,61,12,57,FL,Hillsborough County,366,531,52201
36,61,9,3,CT,Hartford County,362,485,50002
36,61,34,35,NJ,Somerset County,353,475,64939
36,61,34,21,NJ,Mercer County,348,538,59215
36,61,36,21,NY,Columbia County,346,544,152064
36,61,42,91,PA,Montgomery County,344,467,58920
36,61,25,21,MA,Norfolk County,334,418,43447
36,61,37,183,NC,Wake County,295,412,34763
36,61,47,37,TN,Davidson County,281,376,47884
36,61,34,29,NJ,Ocean County,273,386,54951
36,61,42,3,PA,Allegheny County,264,315,31053
36,61,42,17,PA,Bucks County,261,359,58912
36,61,12,103,FL,Pinellas County,251,339,38037
36,61,36,29,NY,Erie County,246,320,28101
36,61,36,79,NY,Putnam County,237,398,75239
36,61,12,21,FL,Collier County,232,327,153548
36,61,36,105,NY,Sullivan County,232,404,66049
36,61,45,19,SC,Charleston County,230,306,71038
36,61,36,1,NY,Albany County,221,297,33649
36,61,6,81,CA,San Mateo County,220,274,36865
36,61,57,3,FR,Foreign - Puerto Rico,215,283,37798
36,61,32,3,NV,Clark County,214,277,41666
36,61,42,29,PA,Chester County,214,299,29833
36,61,36,55,NY,Monroe County,210,264,21691
36,61,25,9,MA,Essex County,208,280,32000
36,61,44,7,RI,Providence County,208,274,39378
36,61,27,53,MN,Hennepin County,203,269,32109
36,61,26,163,MI,Wayne County,197,352,23029
36,61,51,13,VA,Arlington County,192,250,37835
36,61,25,1,MA,Barnstable County,191,272,63714
36,61,39,35,OH,Cuyahoga County,186,257,29652
36,61,13,89,GA,DeKalb County,179,263,18201
36,61,12,115,FL,Sarasota County,177,251,44700
36,61,26,125,MI,Oakland County,177,232,26577
36,61,42,77,PA,Lehigh County,177,293,11330
36,61,42,45,PA,Delaware County,176,229,31803
36,61,25,3,MA,Berkshire County,174,300,59837
36,61,24,510,MD,Baltimore city,169,206,18831
36,61,39,49,OH,Franklin County,169,226,18632
36,61,42,79,PA,Luzerne County,164,280,8280
36,61,42,89,PA,Monroe County,158,287,21117
36,61,36,91,NY,Saratoga County,157,216,63208
36,61,36,67,NY,Onondaga County,155,201,21993
36,61,24,5,MD,Baltimore County,151,197,18185
36,61,12,31,FL,Duval County,145,216,30477
36,61,36,39,NY,Greene County,144,232,34505
36,61,6,13,CA,Contra Costa County,138,191,30262
36,61,12,71,FL,Lee County,137,184,33682
36,61,34,7,NJ,Camden County,137,205,17088
36,61,48,85,TX,Collin County,135,199,19960
36,61,23,5,ME,Cumberland County,134,178,18709
36,61,10,3,DE,New Castle County,133,190,15174
36,61,41,51,OR,Multnomah County,130,161,14296
36,61,36,109,NY,Tompkins County,128,159,11744
36,61,13,135,GA,Gwinnett County,127,202,10228
36,61,25,27,MA,Worcester County,127,157,13398
36,61,6,65,CA,Riverside County,124,159,18132
36,61,26,161,MI,Washtenaw County,124,138,13495
36,61,37,63,NC,Durham County,124,164,16647
36,61,9,11,CT,New London County,123,183,48861
36,61,25,23,MA,Plymouth County,123,154,25455
36,61,13,67,GA,Cobb County,122,162,19369
36,61,39,61,OH,Hamilton County,119,165,16775
36,61,48,439,TX,Tarrant County,116,171,13251
36,61,34,5,NJ,Burlington County,115,161,12325
36,61,15,3,HI,Honolulu County,114,163,16444
36,61,8,13,CO,Boulder County,111,157,26728
36,61,42,11,PA,Berks County,111,195,10145
36,61,42,95,PA,Northampton County,109,167,15301
36,61,29,189,MO,St. Louis County,106,154,24511
36,61,34,37,NJ,Sussex County,105,179,18649
36,61,12,97,FL,Osceola County,104,167,7905
36,61,22,71,LA,Orleans Parish,104,134,11369
36,61,49,35,UT,Salt Lake County,104,141,13674
36,61,17,43,IL,DuPage County,103,130,11086
36,61,48,29,TX,Bexar County,102,141,17513
36,61,24,3,MD,Anne Arundel County,101,133,12922
36,61,44,5,RI,Newport County,101,148,33902
36,61,36,25,NY,Delaware County,99,164,20001
36,61,12,81,FL,Manatee County,98,134,18935
36,61,12,117,FL,Seminole County,95,142,9140
36,61,34,19,NJ,Hunterdon County,93,129,14535
36,61,48,121,TX,Denton County,93,135,11566
36,61,6,41,CA,Marin County,91,139,29663
36,61,9,7,CT,Middlesex County,90,124,20436
36,61,33,11,NH,Hillsborough County,89,117,25159
36,61,51,510,VA,Alexandria city,87,114,16288
36,61,51,760,VA,Richmond city,87,126,14267
36,61,42,71,PA,Lancaster County,86,108,6636
36,61,50,7,VT,Chittenden County,86,114,11749
36,61,4,19,AZ,Pima County,85,109,12445
36,61,12,105,FL,Polk County,85,160,7828
36,61,44,9,RI,Washington County,83,111,21667
36,61,51,810,VA,Virginia Beach city,83,114,8124
36,61,8,59,CO,Jefferson County,82,114,15398
36,61,24,33,MD,Prince George's County,82,115,7123
36,61,36,83,NY,Rensselaer County,81,110,8021
36,61,42,103,PA,Pike County,80,138,11429
36,61,34,1,NJ,Atlantic County,78,102,12978
36,61,33,15,NH,Rockingham County,77,109,21209
36,61,36,7,NY,Broome County,76,111,5959
36,61,48,157,TX,Fort Bend County,75,108,9499
36,61,48,491,TX,Williamson County,74,118,10555
36,61,51,107,VA,Loudoun County,74,94,8355
36,61,24,27,MD,Howard County,73,93,9120
36,61,12,9,FL,Brevard County,72,101,11347
36,61,12,109,FL,St. Johns County,72,102,10873
36,61,6,83,CA,Santa Barbara County,71,93,14143
36,61,12,127,FL,Volusia County,71,116,12829
36,61,37,135,NC,Orange County,71,106,13925
36,61,8,5,CO,Arapahoe County,70,90,8931
36,61,18,97,IN,Marion County,70,90,6960
36,61,6,67,CA,Sacramento County,69,99,7437
36,61,17,97,IL,Lake County,69,87,11143
36,61,45,13,SC,Beaufort County,69,93,24205
36,61,6,111,CA,Ventura County,66,85,10108
36,61,47,157,TN,Shelby County,66,80,6544
36,61,12,61,FL,Indian River County,65,88,19715
36,61,37,21,NC,Buncombe County,64,97,10505
36,61,20,91,KS,Johnson County,63,79,7236
36,61,42,43,PA,Dauphin County,63,104,6782
36,61,34,9,NJ,Cape May County,62,80,16363
36,61,42,69,PA,Lackawanna County,62,85,7441
36,61,51,3,VA,Albemarle County,62,85,15145
36,61,55,25,WI,Dane County,62,72,25823
36,61,29,510,MO,St. Louis city,60,69,7201
36,61,25,13,MA,Hampden County,59,80,5628
36,61,25,15,MA,Hampshire County,59,74,5187
36,61,45,45,SC,Greenville County,59,77,6331
36,61,51,87,VA,Henrico County,59,82,7701
36,61,12,101,FL,Pasco County,58,81,5106
36,61,55,79,WI,Milwaukee County,58,77,8077
36,61,37,81,NC,Guilford County,57,92,7549
36,61,12,85,FL,Martin County,56,79,15415
36,61,13,51,GA,Chatham County,55,74,7776
36,61,25,5,MA,Bristol County,55,65,8046
36,61,35,49,NM,Santa Fe County,55,69,16064
36,61,10,5,DE,Sussex County,54,71,11113
36,61,12,1,FL,Alachua County,54,66,2955
36,61,49,43,UT,Summit County,54,86,26713
36,61,21,111,KY,Jefferson County,53,68,6495
36,61,36,93,NY,Schenectady County,53,79,3018
36,61,37,129,NC,New Hanover County,53,73,10456
36,61,33,9,NH,Grafton County,51,59,7251
36,61,48,339,TX,Montgomery County,51,73,8735
36,61,23,31,ME,York County,50,61,7211
36,61,50,25,VT,Windham County,49,71,9601
36,61,6,71,CA,San Bernardino County,47,57,4592
36,61,6,97,CA,Sonoma County,47,63,6725
36,61,35,1,NM,Bernalillo County,47,66,4150
36,61,42,127,PA,Wayne County,47,74,10625
36,61,1,73,AL,Jefferson County,46,61,5300
36,61,37,67,NC,Forsyth County,46,71,4943
36,61,47,187,TN,Williamson County,46,95,11814
36,61,49,49,UT,Utah County,46,80,6186
36,61,12,111,FL,St. Lucie County,45,62,3521
36,61,39,153,OH,Summit County,45,52,5004
36,61,47,93,TN,Knox County,45,65,9982
36,61,50,27,VT,Windsor County,45,76,10925
36,61,40,109,OK,Oklahoma County,44,54,4027
36,61,41,67,OR,Washington County,44,53,5954
36,61,42,133,PA,York County,44,61,3606
36,61,51,540,VA,Charlottesville city,44,53,6819
36,61,56,39,WY,Teton County,44,72,51433
36,61,8,35,CO,Douglas County,43,76,7330
36,61,36,65,NY,Oneida County,43,61,3138
36,61,26,81,MI,Kent County,41,55,4933
36,61,8,41,CO,El Paso County,40,57,3936
36,61,27,123,MN,Ramsey County,39,43,2701
36,61,12,87,FL,Monroe County,38,55,19903
36,61,30,31,MT,Gallatin County,38,53,11720
36,61,32,31,NV,Washoe County,38,61,9744
36,61,36,31,NY,Essex County,38,49,9007
36,61,50,3,VT,Bennington County,38,66,11324
36,61,18,57,IN,Hamilton County,37,44,5333
36,61,29,95,MO,Jackson County,37,44,3593
36,61,40,143,OK,Tulsa County,37,51,7064
36,61,45,15,SC,Berkeley County,37,63,9269
36,61,25,19,MA,Nantucket County,36,47,12420
36,61,42,41,PA,Cumberland County,36,49,3820
36,61,51,153,VA,Prince William County,36,48,3047
36,61,8,97,CO,Pitkin County,35,65,33842
36,61,12,73,FL,Leon County,35,42,2706
36,61,42,27,PA,Centre County,35,41,3180
36,61,53,53,WA,Pierce County,35,46,2651
36,61,8,37,CO,Eagle County,34,40,20535
36,61,25,7,MA,Dukes County,34,50,13957
36,61,34,15,NJ,Gloucester County,34,49,3405
36,61,36,113,NY,Warren County,34,43,4757
36,61,48,141,TX,El Paso County,33,42,4115
36,61,13,117,GA,Forsyth County,32,43,7171
36,61,17,19,IL,Champaign County,32,39,1817
36,61,21,67,KY,Fayette County,32,53,3289
36,61,39,41,OH,Delaware County,32,49,4471
36,61,51,710,VA,Norfolk city,32,47,2560
36,61,26,65,MI,Ingham County,31,36,2214
36,61,31,55,NE,Douglas County,31,47,3199
36,61,34,41,NJ,Warren County,31,44,3383
36,61,37,125,NC,Moore County,31,44,4329
36,61,42,75,PA,Lebanon County,31,50,2008
36,61,51,41,VA,Chesterfield County,31,50,4246
36,61,53,11,WA,Clark County,31,37,3496
36,61,53,61,WA,Snohomish County,31,43,3818
36,61,16,1,ID,Ada County,30,38,4888
36,61,24,21,MD,Frederick County,30,40,1945
36,61,45,79,SC,Richland County,30,44,2354
36,61,57,5,FR,Foreign - APO/FPO ZIPs,30,51,2626
36,61,8,69,CO,Larimer County,29,37,2366
36,61,22,51,LA,Jefferson Parish,29,38,2953
36,61,26,99,MI,Macomb County,28,37,2807
36,61,33,3,NH,Carroll County,28,41,4330
36,61,36,77,NY,Otsego County,28,49,4450
36,61,44,3,RI,Kent County,28,37,2426
36,61,12,69,FL,Lake County,27,35,3395
36,61,9,13,CT,Tolland County,26,33,3723
36,61,19,153,IA,Polk County,26,34,3467
36,61,39,95,OH,Lucas County,26,31,1766
36,61,44,1,RI,Bristol County,26,43,7295
36,61,47,65,TN,Hamilton County,26,38,3612
36,61,55,133,WI,Waukesha County,26,33,3343
36,61,6,113,CA,Yolo County,25,27,968
36,61,37,51,NC,Cumberland County,25,42,1119
36,61,39,113,OH,Montgomery County,25,30,1990
36,61,13,151,GA,Henry County,24,44,1054
36,61,17,197,IL,Will County,24,28,3916
36,61,33,13,NH,Merrimack County,24,34,4013
36,61,15,9,HI,Maui County,23,33,6536
36,61,18,105,IN,Monroe County,23,28,1554
36,61,18,157,IN,Tippecanoe County,23,25,641
36,61,48,209,TX,Hays County,23,35,4642
36,61,1,89,AL,Madison County,22,26,1867
36,61,13,59,GA,Clarke County,22,29,1214
36,61,24,25,MD,Harford County,22,31,3346
36,61,36,69,NY,Ontario County,22,29,-1301
36,61,37,25,NC,Cabarrus County,22,30,1614
36,61,37,179,NC,Union County,22,34,1899
36,61,41,5,OR,Clackamas County,22,24,4651
36,61,45,51,SC,Horry County,22,27,1956
36,61,48,41,TX,Brazos County,22,23,2259
36,61,50,23,VT,Washington County,22,27,3945
36,61,6,53,CA,Monterey County,21,28,1847
36,61,6,95,CA,Solano County,21,24,1867
36,61,23,13,ME,Knox County,21,26,2865
36,61,36,13,NY,Chautauqua County,21,32,1564
36,61,36,45,NY,Jefferson County,21,32,2045
36,61,45,91,SC,York County,21,33,1774
36,61,5,119,AR,Pulaski County,20,31,2291
36,61,6,55,CA,Napa County,20,27,4747
36,61,6,87,CA,Santa Cruz County,20,25,3116
36,61,9,15,CT,Windham County,20,29,1218
36,61,12,19,FL,Clay County,20,34,3952
36,61,13,113,GA,Fayette County,20,28,1033
36,61,23,15,ME,Lincoln County,20,39,8818
36,61,41,39,OR,Lane County,20,22,1191
36,61,50,21,VT,Rutland County,20,34,5338
36,63,36,63,NY,Niagara County Non-migrants,85692,161334,5478995
36,63,36,29,NY,Erie County,1805,2678,89985
36,63,36,73,NY,Orleans County,128,230,6386
36,63,36,55,NY,Monroe County,110,152,4210
36,63,36,37,NY,Genesee County,47,77,2062
36,63,36,13,NY,Chautauqua County,39,65,1527
36,63,4,13,AZ,Maricopa County,36,53,2100
36,63,36,9,NY,Cattaraugus County,31,57,1272
36,63,12,103,FL,Pinellas County,27,40,2467
36,63,12,57,FL,Hillsborough County,25,53,980
36,63,12,71,FL,Lee County,25,40,2339
36,63,12,115,FL,Sarasota County,24,44,1754
36,65,36,65,NY,Oneida County Non-migrants,86910,168168,5592125
36,65,36,43,NY,Herkimer County,488,890,21899
36,65,36,53,NY,Madison County,394,690,17661
36,65,36,67,NY,Onondaga County,318,503,16144
36,65,36,75,NY,Oswego County,109,186,4642
