origin_statefips,origin_countyfips,dest_statefips,dest_countyfips,dest_stateabbr,dest_countyname,n_returns,n_individuals,adj_grossincome
1,71,1,95,AL,Marshall County,84,179,3936
1,71,47,115,TN,Marion County,44,83,1713
1,71,47,65,TN,Hamilton County,35,61,1194
1,71,13,83,GA,Dade County,20,46,798
1,73,1,73,AL,Jefferson County Non-migrants,224262,454700,19974479
1,73,1,117,AL,Shelby County,3400,6540,283528
1,73,1,115,AL,St. Clair County,1249,2548,91786
1,73,1,9,AL,Blount County,539,1092,28881
1,73,1,125,AL,Tuscaloosa County,525,956,26469
1,73,1,89,AL,Madison County,382,616,21366
1,73,1,127,AL,Walker County,327,671,15994
1,73,1,43,AL,Cullman County,259,512,18162
1,73,13,121,GA,Fulton County,236,321,15167
1,73,1,3,AL,Baldwin County,225,434,21998
1,73,1,121,AL,Talladega County,191,358,10330
1,73,1,97,AL,Mobile County,188,332,10642
1,73,1,101,AL,Montgomery County,176,270,8343
1,73,47,37,TN,Davidson County,176,251,13776
1,73,1,55,AL,Etowah County,142,261,8708
1,73,1,81,AL,Lee County,138,257,10768
1,73,1,7,AL,Bibb County,108,188,4756
1,73,1,15,AL,Calhoun County,96,164,4082
1,73,13,89,GA,DeKalb County,96,138,4465
1,73,13,67,GA,Cobb County,94,167,5874
1,73,13,135,GA,Gwinnett County,94,177,4181
1,73,48,113,TX,Dallas County,92,142,6272
1,73,1,83,AL,Limestone County,90,165,5344
1,73,1,21,AL,Chilton County,87,151,4856
1,73,1,51,AL,Elmore County,85,134,3947
1,73,48,201,TX,Harris County,85,134,5904
1,73,17,31,IL,Cook County,80,104,5394
1,73,1,103,AL,Morgan County,79,138,3298
1,73,12,95,FL,Orange County,69,126,4353
1,73,47,157,TN,Shelby County,69,104,3727
1,73,1,95,AL,Marshall County,64,114,3645
1,73,6,37,CA,Los Angeles County,64,106,3343
1,73,12,5,FL,Bay County,61,119,3873
1,73,1,77,AL,Lauderdale County,59,114,3892
1,73,12,31,FL,Duval County,59,110,5003
1,73,12,57,FL,Hillsborough County,59,102,3951
1,73,12,33,FL,Escambia County,58,92,7463
1,73,1,1,AL,Autauga County,55,94,2600
1,73,47,65,TN,Hamilton County,55,97,10902
1,73,48,439,TX,Tarrant County,55,88,2962
1,73,37,119,NC,Mecklenburg County,48,79,3596
1,73,48,453,TX,Travis County,48,60,3493
1,73,12,131,FL,Walton County,47,85,9018
1,73,45,19,SC,Charleston County,46,78,4408
1,73,1,133,AL,Winston County,45,78,4844
1,73,36,61,NY,New York County,45,53,3066
1,73,47,93,TN,Knox County,45,63,2138
1,73,8,31,CO,Denver County,43,52,2764
1,73,47,187,TN,Williamson County,42,78,5858
1,73,48,29,TX,Bexar County,40,77,3528
1,73,4,13,AZ,Maricopa County,39,58,1791
1,73,12,91,FL,Okaloosa County,37,70,2907
1,73,26,163,MI,Wayne County,36,67,1072
1,73,1,47,AL,Dallas County,35,66,1175
1,73,1,69,AL,Houston County,35,62,2476
1,73,12,113,FL,Santa Rosa County,35,85,2286
1,73,32,3,NV,Clark County,35,76,2977
1,73,12,11,FL,Broward County,34,51,1617
1,73,37,183,NC,Wake County,33,59,2752
1,73,1,49,AL,DeKalb County,32,64,1996
1,73,11,1,DC,District of Columbia,32,39,2203
1,73,21,111,KY,Jefferson County,32,57,3525
1,73,39,49,OH,Franklin County,32,56,2331
1,73,6,73,CA,San Diego County,31,48,1931
1,73,48,85,TX,Collin County,31,60,2015
1,73,1,123,AL,Tallapoosa County,30,52,5214
1,73,1,5,AL,Barbour County,29,38,699
1,73,18,97,IN,Marion County,29,41,1246
1,73,47,149,TN,Rutherford County,29,44,1904
1,73,1,33,AL,Colbert County,28,43,1472
1,73,12,103,FL,Pinellas County,28,49,2524
1,73,22,71,LA,Orleans Parish,28,34,1841
1,73,53,33,WA,King County,28,37,2087
1,73,13,151,GA,Henry County,27,52,1279
1,73,42,101,PA,Philadelphia County,27,35,1523
1,73,13,63,GA,Clayton County,24,51,407
1,73,36,47,NY,Kings County,23,36,2720
1,73,13,215,GA,Muscogee County,22,45,775
1,73,28,89,MS,Madison County,22,44,2097
1,73,39,61,OH,Hamilton County,22,34,1491
1,73,1,45,AL,Dale County,21,35,897
1,73,6,85,CA,Santa Clara County,21,27,1758
1,73,12,86,FL,Miami-Dade County,21,40,1975
1,73,13,97,GA,Douglas County,21,42,679
1,73,22,33,LA,East Baton Rouge Parish,21,31,821
1,73,42,3,PA,Allegheny County,21,39,2114
1,73,45,79,SC,Richland County,21,34,1415
1,73,47,165,TN,Sumner County,21,35,1424
1,73,48,121,TX,Denton County,21,34,952
1,73,57,5,FR,Foreign - APO/FPO ZIPs,21,45,1081
1,73,12,99,FL,Palm Beach County,20,30,1385
1,73,51,59,VA,Fairfax County,20,30,1229
1,75,1,75,AL,Lamar County Non-migrants,4273,9415,232941
1,75,1,93,AL,Marion County,49,107,1749
1,75,1,57,AL,Fayette County,38,70,1224
1,75,28,87,MS,Lowndes County,38,81,1319
1,75,1,125,AL,Tuscaloosa County,25,39,747
1,77,1,77,AL,Lauderdale County Non-migrants,30561,62882,2066833
1,77,1,33,AL,Colbert County,528,1024,20524
1,77,1,89,AL,Madison County,146,225,6905
1,77,1,83,AL,Limestone County,114,206,5926
1,77,1,103,AL,Morgan County,52,88,1949
1,77,1,59,AL,Franklin County,43,76,1727
1,77,1,79,AL,Lawrence County,40,78,1203
1,77,47,99,TN,Lawrence County,39,63,1325
1,77,1,73,AL,Jefferson County,38,64,1881
1,77,47,37,TN,Davidson County,27,34,1117
1,77,47,181,TN,Wayne County,22,39,834
1,77,1,125,AL,Tuscaloosa County,21,31,1050
1,79,1,79,AL,Lawrence County Non-migrants,10785,23093,599330
1,79,1,103,AL,Morgan County,260,509,11017
1,79,1,33,AL,Colbert County,48,109,2075
1,79,1,89,AL,Madison County,36,58,1741
1,79,1,77,AL,Lauderdale County,33,56,1113
1,79,1,43,AL,Cullman County,26,51,712
1,79,1,59,AL,Franklin County,24,46,807
1,79,1,83,AL,Limestone County,24,47,1088
1,81,1,81,AL,Lee County Non-migrants,49719,105617,3803420
1,81,1,113,AL,Russell County,509,1112,20488
1,81,13,215,GA,Muscogee County,293,557,12389
1,81,1,17,AL,Chambers County,280,556,14434
1,81,1,73,AL,Jefferson County,170,264,7915
1,81,1,123,AL,Tallapoosa County,144,299,17891
1,81,1,101,AL,Montgomery County,132,229,6039
1,81,1,89,AL,Madison County,103,168,5484
1,81,1,87,AL,Macon County,93,188,3395
1,81,13,121,GA,Fulton County,81,105,3892
1,81,1,51,AL,Elmore County,76,131,3250
1,81,13,145,GA,Harris County,65,158,4735
1,81,13,285,GA,Troup County,61,103,2734
1,81,1,117,AL,Shelby County,60,90,3251
1,81,1,97,AL,Mobile County,57,81,2157
1,81,1,3,AL,Baldwin County,47,79,2964
1,81,13,135,GA,Gwinnett County,41,73,1960
1,81,13,89,GA,DeKalb County,38,52,1742
1,81,1,125,AL,Tuscaloosa County,37,67,1926
1,81,13,67,GA,Cobb County,33,52,1880
1,81,12,5,FL,Bay County,31,61,1839
1,81,13,77,GA,Coweta County,29,55,2463
1,81,1,69,AL,Houston County,28,52,916
1,81,1,1,AL,Autauga County,24,32,1031
1,81,12,31,FL,Duval County,24,39,976
1,81,1,111,AL,Randolph County,23,43,988
1,81,57,5,FR,Foreign - APO/FPO ZIPs,21,56,1133
1,81,1,103,AL,Morgan County,20,26,768
1,81,12,95,FL,Orange County,20,34,1766
1,81,48,29,TX,Bexar County,20,36,1068
1,83,1,83,AL,Limestone County Non-migrants,33628,74734,2782401
1,83,1,89,AL,Madison County,981,1965,69729
1,83,1,103,AL,Morgan County,205,431,12006
1,83,1,77,AL,Lauderdale County,126,268,7512
1,83,47,55,TN,Giles County,67,144,5040
1,83,1,73,AL,Jefferson County,41,69,1829
1,83,1,43,AL,Cullman County,36,65,1967
1,83,1,79,AL,Lawrence County,35,60,1394
1,83,47,103,TN,Lincoln County,31,60,1621
1,83,1,95,AL,Marshall County,30,52,1545
1,83,1,33,AL,Colbert County,27,50,1360
1,83,1,3,AL,Baldwin County,23,47,1940
1,85,1,85,AL,Lowndes County Non-migrants,3585,7324,165470
1,85,1,101,AL,Montgomery County,150,350,5001
1,85,1,13,AL,Butler County,25,46,1000
1,85,1,1,AL,Autauga County,23,50,776
1,87,1,87,AL,Macon County Non-migrants,5567,10155,235106
1,87,1,81,AL,Lee County,140,282,5042
1,87,1,101,AL,Montgomery County,108,207,3231
1,87,1,123,AL,Tallapoosa County,27,56,930
1,87,1,51,AL,Elmore County,23,47,798
1,89,1,89,AL,Madison County Non-migrants,138874,284181,13147404
1,89,1,83,AL,Limestone County,1659,3498,130363
1,89,1,103,AL,Morgan County,583,1125,30980
1,89,1,95,AL,Marshall County,368,763,28678
1,89,1,73,AL,Jefferson County,300,443,12610
1,89,47,103,TN,Lincoln County,207,482,15309
1,89,1,71,AL,Jackson County,197,383,13994
1,89,47,37,TN,Davidson County,124,166,5757
1,89,1,77,AL,Lauderdale County,122,219,7200
1,89,1,43,AL,Cullman County,99,203,7542
1,89,1,3,AL,Baldwin County,83,165,9843
1,89,1,117,AL,Shelby County,75,126,4382
1,89,13,121,GA,Fulton County,75,115,4679
1,89,1,81,AL,Lee County,74,118,4449
1,89,48,201,TX,Harris County,66,115,4264
1,89,47,149,TN,Rutherford County,64,122,5033
1,89,57,5,FR,Foreign - APO/FPO ZIPs,63,145,6733
1,89,1,101,AL,Montgomery County,61,96,3911
1,89,12,9,FL,Brevard County,61,133,4787
1,89,1,97,AL,Mobile County,57,102,2425
1,89,47,55,TN,Giles County,52,102,3044
1,89,8,41,CO,El Paso County,51,93,3536
1,89,1,125,AL,Tuscaloosa County,50,80,2687
1,89,13,67,GA,Cobb County,50,75,3959
1,89,47,65,TN,Hamilton County,49,84,2707
1,89,1,55,AL,Etowah County,47,79,2265
1,89,6,37,CA,Los Angeles County,46,66,3289
1,89,48,439,TX,Tarrant County,46,76,4739
1,89,12,95,FL,Orange County,45,82,4038
1,89,12,33,FL,Escambia County,44,75,3000
1,89,4,13,AZ,Maricopa County,42,67,2426
1,89,1,33,AL,Colbert County,41,70,2221
1,89,51,59,VA,Fairfax County,41,87,4303
1,89,1,15,AL,Calhoun County,40,68,1259
1,89,1,79,AL,Lawrence County,40,77,2349
1,89,13,89,GA,DeKalb County,40,58,2291
1,89,1,49,AL,DeKalb County,39,60,1857
1,89,13,135,GA,Gwinnett County,39,68,2538
1,89,48,113,TX,Dallas County,39,71,2441
1,89,53,33,WA,King County,39,69,4752
1,89,12,91,FL,Okaloosa County,38,71,3424
1,89,12,57,FL,Hillsborough County,36,66,2559
1,89,47,157,TN,Shelby County,36,53,1349
1,89,47,187,TN,Williamson County,36,63,3145
1,89,48,29,TX,Bexar County,36,61,2748
1,89,12,5,FL,Bay County,34,60,4048
1,89,48,453,TX,Travis County,34,51,2325
1,89,17,31,IL,Cook County,32,52,1689
1,89,47,119,TN,Maury County,31,61,1568
1,89,12,31,FL,Duval County,30,39,1874
1,89,47,51,TN,Franklin County,28,58,2339
1,89,47,125,TN,Montgomery County,28,57,2417
1,89,1,127,AL,Walker County,27,44,1165
1,89,32,3,NV,Clark County,27,44,1957
1,89,37,183,NC,Wake County,26,44,2400
1,89,47,93,TN,Knox County,26,49,2424
1,89,1,51,AL,Elmore County,25,39,570
1,89,6,73,CA,San Diego County,25,39,1162
1,89,1,9,AL,Blount County,24,36,1559
1,89,12,71,FL,Lee County,24,54,2008
1,89,12,103,FL,Pinellas County,24,33,1228
1,89,28,47,MS,Harrison County,24,45,2327
1,89,1,31,AL,Coffee County,23,51,1596
1,89,1,121,AL,Talladega County,23,35,425
1,89,12,105,FL,Polk County,22,66,1787
1,89,37,119,NC,Mecklenburg County,22,28,1127
1,89,48,27,TX,Bell County,22,45,1230
1,89,1,69,AL,Houston County,21,33,1013
1,89,8,31,CO,Denver County,21,30,964
1,89,12,131,FL,Walton County,21,43,11564
1,89,42,3,PA,Allegheny County,21,27,1501
1,89,1,115,AL,St. Clair County,20,32,812
1,89,4,19,AZ,Pima County,20,37,1048
1,89,12,11,FL,Broward County,20,29,893
1,89,12,113,FL,Santa Rosa County,20,45,1918
1,89,24,33,MD,Prince George's County,20,30,1413
1,89,26,163,MI,Wayne County,20,37,771
1,89,39,49,OH,Franklin County,20,31,1260
1,91,1,91,AL,Marengo County Non-migrants,6342,13353,354396
1,91,1,125,AL,Tuscaloosa County,63,124,2067
1,91,1,25,AL,Clarke County,31,64,1143
1,91,1,65,AL,Hale County,28,59,839
1,91,1,73,AL,Jefferson County,23,41,804
1,93,1,93,AL,Marion County Non-migrants,8773,18948,458445
1,93,1,133,AL,Winston County,89,178,2721
1,93,1,57,AL,Fayette County,58,108,2632
1,93,1,59,AL,Franklin County,48,108,2150
1,93,1,75,AL,Lamar County,44,88,1408
1,93,1,77,AL,Lauderdale County,25,51,1012
1,93,1,127,AL,Walker County,24,53,1004
1,95,1,95,AL,Marshall County Non-migrants,31145,68174,2047447
1,95,1,55,AL,Etowah County,316,660,12584
1,95,1,89,AL,Madison County,275,491,15545
1,95,1,49,AL,DeKalb County,224,506,8021
1,95,1,43,AL,Cullman County,126,271,5382
1,95,1,103,AL,Morgan County,112,226,4403
1,95,1,9,AL,Blount County,96,223,3786
1,95,1,71,AL,Jackson County,69,149,5143
1,95,1,73,AL,Jefferson County,63,91,2494
1,95,1,83,AL,Limestone County,30,56,1677
1,97,1,97,AL,Mobile County Non-migrants,136325,279688,8231986
1,97,1,3,AL,Baldwin County,1124,2112,84700
1,97,28,59,MS,Jackson County,262,544,12199
1,97,1,73,AL,Jefferson County,193,312,8875
1,97,12,33,FL,Escambia County,143,233,6443
1,97,1,129,AL,Washington County,132,289,5329
1,97,48,201,TX,Harris County,129,246,5712
1,97,28,39,MS,George County,123,282,6665
1,97,28,47,MS,Harrison County,105,203,4295
1,97,1,89,AL,Madison County,94,156,4629
1,97,1,117,AL,Shelby County,81,143,3576
1,97,1,101,AL,Montgomery County,80,145,2922
1,97,1,25,AL,Clarke County,62,118,2809
1,97,13,121,GA,Fulton County,51,85,2616
1,97,12,113,FL,Santa Rosa County,50,99,3210
1,97,1,125,AL,Tuscaloosa County,48,76,1693
1,97,1,53,AL,Escambia County,47,86,1456
1,97,13,135,GA,Gwinnett County,47,103,1599
1,97,22,71,LA,Orleans Parish,45,74,2525
1,97,48,113,TX,Dallas County,43,79,1947
1,97,1,81,AL,Lee County,42,74,2417
1,97,48,439,TX,Tarrant County,42,85,1736
1,97,13,67,GA,Cobb County,39,87,1136
1,97,12,5,FL,Bay County,34,68,2291
1,97,13,89,GA,DeKalb County,34,59,1167
1,97,1,51,AL,Elmore County,32,41,568
1,97,12,31,FL,Duval County,32,48,1242
1,97,1,99,AL,Monroe County,30,65,1324
1,97,28,41,MS,Greene County,30,67,1486
1,97,17,31,IL,Cook County,29,44,1223
1,97,48,29,TX,Bexar County,29,45,1144
1,97,48,85,TX,Collin County,29,62,1885
1,97,22,51,LA,Jefferson Parish,27,44,1125
1,97,12,91,FL,Okaloosa County,26,37,855
1,97,47,37,TN,Davidson County,26,35,1069
1,97,47,157,TN,Shelby County,26,46,1075
1,97,12,131,FL,Walton County,24,45,1429
1,97,1,69,AL,Houston County,23,43,931
1,97,12,57,FL,Hillsborough County,23,48,963
1,97,22,33,LA,East Baton Rouge Parish,23,37,1037
1,97,28,73,MS,Lamar County,23,41,930
1,97,12,11,FL,Broward County,22,32,803
1,97,22,103,LA,St. Tammany Parish,22,37,1269
1,97,6,37,CA,Los Angeles County,21,29,794
1,97,6,73,CA,San Diego County,21,35,685
1,97,37,119,NC,Mecklenburg County,21,35,794
1,97,1,103,AL,Morgan County,20,36,715
1,97,4,13,AZ,Maricopa County,20,45,646
1,97,12,105,FL,Polk County,20,28,614
1,97,28,49,MS,Hinds County,20,40,1584
1,99,1,99,AL,Monroe County Non-migrants,6164,13115,319115
1,99,1,3,AL,Baldwin County,35,68,1740
1,99,1,53,AL,Escambia County,27,63,1052
1,99,1,97,AL,Mobile County,25,52,1354
1,99,1,35,AL,Conecuh County,24,48,217
1,101,1,101,AL,Montgomery County Non-migrants,74345,149339,4824737
1,101,1,51,AL,Elmore County,843,1632,48300
1,101,1,1,AL,Autauga County,430,888,22018
1,101,1,73,AL,Jefferson County,271,450,16249
1,101,1,81,AL,Lee County,211,406,20499
1,101,1,85,AL,Lowndes County,113,234,4003
1,101,13,121,GA,Fulton County,103,168,7244
1,101,1,117,AL,Shelby County,89,162,6744
1,101,1,3,AL,Baldwin County,88,163,10833
1,101,1,89,AL,Madison County,83,148,4425
1,101,1,109,AL,Pike County,77,156,2236
1,101,1,47,AL,Dallas County,72,155,1995
1,101,13,135,GA,Gwinnett County,69,150,4795
1,101,1,87,AL,Macon County,63,126,2552
1,101,1,97,AL,Mobile County,63,111,3213
1,101,57,5,FR,Foreign - APO/FPO ZIPs,62,180,6362
1,101,1,125,AL,Tuscaloosa County,57,102,2342
1,101,1,123,AL,Tallapoosa County,53,107,5629
1,101,13,89,GA,DeKalb County,52,86,2235
1,101,1,11,AL,Bullock County,48,86,1498
1,101,51,59,VA,Fairfax County,47,141,5851
1,101,13,67,GA,Cobb County,45,82,2367
1,101,48,201,TX,Harris County,43,74,1738
1,101,1,69,AL,Houston County,42,77,2122
1,101,8,41,CO,El Paso County,42,113,3264
1,101,12,91,FL,Okaloosa County,38,84,2764
1,101,48,29,TX,Bexar County,38,102,3017
1,101,1,41,AL,Crenshaw County,37,73,1314
1,101,1,13,AL,Butler County,34,55,1601
1,101,13,215,GA,Muscogee County,34,58,1409
1,101,12,57,FL,Hillsborough County,31,54,1547
1,101,47,37,TN,Davidson County,28,35,1217
1,101,12,31,FL,Duval County,27,40,1152
1,101,1,21,AL,Chilton County,25,43,1247
1,101,4,13,AZ,Maricopa County,25,40,1088
1,101,12,5,FL,Bay County,25,53,2214
1,101,1,83,AL,Limestone County,24,40,1487
1,101,6,37,CA,Los Angeles County,24,46,1292
1,101,12,33,FL,Escambia County,23,37,1158
1,101,12,95,FL,Orange County,23,51,1622
1,101,13,63,GA,Clayton County,23,50,601
1,101,1,53,AL,Escambia County,22,33,692
1,101,48,113,TX,Dallas County,20,25,777
1,101,48,439,TX,Tarrant County,20,40,1802
1,103,1,103,AL,Morgan County Non-migrants,40957,86624,2909941
1,103,1,89,AL,Madison County,473,846,27359
1,103,1,79,AL,Lawrence County,311,639,14714
1,103,1,43,AL,Cullman County,257,549,11373
1,103,1,83,AL,Limestone County,234,453,12496
1,103,1,95,AL,Marshall County,102,193,4629
1,103,1,73,AL,Jefferson County,70,111,3489
1,103,1,77,AL,Lauderdale County,59,100,2445
1,103,1,33,AL,Colbert County,45,84,2144
1,103,1,133,AL,Winston County,33,77,2320
1,103,1,3,AL,Baldwin County,30,58,1704
1,103,1,117,AL,Shelby County,27,54,1332
1,103,1,9,AL,Blount County,24,39,1016
1,105,1,105,AL,Perry County Non-migrants,2766,5673,103178
1,105,1,125,AL,Tuscaloosa County,26,58,732
1,105,1,65,AL,Hale County,25,66,387
1,107,1,107,AL,Pickens County Non-migrants,5754,12099,298241
1,107,1,125,AL,Tuscaloosa County,129,258,5108
1,107,28,87,MS,Lowndes County,38,84,1410
1,109,1,109,AL,Pike County Non-migrants,9635,19325,577656
1,109,1,101,AL,Montgomery County,103,196,3366
1,109,1,31,AL,Coffee County,73,155,2384
1,109,1,45,AL,Dale County,40,68,1007
1,109,1,69,AL,Houston County,40,63,1438
1,109,1,41,AL,Crenshaw County,39,89,1147
1,109,1,73,AL,Jefferson County,30,37,1272
1,109,1,81,AL,Lee County,21,31,735
1,109,1,11,AL,Bullock County,20,37,553
1,111,1,111,AL,Randolph County Non-migrants,7205,15314,375394
1,111,1,15,AL,Calhoun County,45,110,2574
1,111,1,17,AL,Chambers County,42,78,1472
1,111,13,45,GA,Carroll County,39,79,1889
1,111,1,27,AL,Clay County,28,51,1001
1,111,1,81,AL,Lee County,26,58,1440
1,111,13,285,GA,Troup County,23,45,697
1,113,1,113,AL,Russell County Non-migrants,17133,35275,797058
1,113,1,81,AL,Lee County,623,1354,28527
1,113,13,215,GA,Muscogee County,604,1243,18340
1,113,13,145,GA,Harris County,48,114,2591
1,113,1,101,AL,Montgomery County,32,53,1064
1,113,13,53,GA,Chattahoochee County,28,70,1248
1,113,1,17,AL,Chambers County,24,51,983
1,113,13,121,GA,Fulton County,24,32,806
1,113,8,41,CO,El Paso County,22,50,936
1,115,1,115,AL,St. Clair County Non-migrants,29602,64614,1996898
1,115,1,73,AL,Jefferson County,695,1293,42371
1,115,1,121,AL,Talladega County,234,466,10990
1,115,1,117,AL,Shelby County,195,389,10460
1,115,1,55,AL,Etowah County,134,265,7154
1,115,1,15,AL,Calhoun County,109,224,4682
1,115,1,9,AL,Blount County,101,182,4396
1,115,1,3,AL,Baldwin County,49,103,4001
1,115,1,89,AL,Madison County,28,42,1451
1,115,1,43,AL,Cullman County,24,45,835
1,115,1,95,AL,Marshall County,20,49,1465
1,115,1,125,AL,Tuscaloosa County,20,39,1392
1,117,1,117,AL,Shelby County Non-migrants,74187,164188,7685276
1,117,1,73,AL,Jefferson County,2481,4339,169050
1,117,1,21,AL,Chilton County,295,652,15875
1,117,1,115,AL,St. Clair County,275,500,17503
1,117,1,121,AL,Talladega County,169,341,25509
1,117,1,3,AL,Baldwin County,165,328,26613
1,117,1,125,AL,Tuscaloosa County,163,270,11249
1,117,1,89,AL,Madison County,134,226,6427
1,117,1,7,AL,Bibb County,81,154,3436
1,117,1,81,AL,Lee County,73,139,6060
1,117,1,101,AL,Montgomery County,68,118,4577
1,117,1,43,AL,Cullman County,60,122,4046
1,117,1,9,AL,Blount County,56,96,3227
1,117,1,97,AL,Mobile County,55,86,3552
1,117,13,121,GA,Fulton County,54,77,3825
1,117,1,51,AL,Elmore County,43,88,5302
1,117,12,33,FL,Escambia County,39,64,2690
1,117,12,131,FL,Walton County,38,71,7946
1,117,47,37,TN,Davidson County,38,50,1313
1,117,1,127,AL,Walker County,37,62,2858
1,117,1,55,AL,Etowah County,36,75,2039
1,117,13,67,GA,Cobb County,36,56,2322
1,117,1,123,AL,Tallapoosa County,32,63,6241
1,117,12,5,FL,Bay County,32,46,2180
1,117,48,201,TX,Harris County,30,54,2514
1,117,1,1,AL,Autauga County,28,56,1895
1,117,1,15,AL,Calhoun County,26,53,1297
1,117,13,89,GA,DeKalb County,25,36,1151
1,117,1,77,AL,Lauderdale County,24,45,1786
1,117,1,103,AL,Morgan County,24,39,1252
1,117,12,113,FL,Santa Rosa County,24,49,3025
1,117,13,135,GA,Gwinnett County,24,45,1312
1,117,4,13,AZ,Maricopa County,22,44,1439
1,117,1,69,AL,Houston County,21,48,1515
1,117,12,57,FL,Hillsborough County,21,47,2009
1,119,1,119,AL,Sumter County Non-migrants,3684,7204,148968
1,119,1,125,AL,Tuscaloosa County,47,88,1461
1,121,1,121,AL,Talladega County Non-migrants,25742,52822,1364536
1,121,1,15,AL,Calhoun County,395,780,16510
1,121,1,115,AL,St. Clair County,242,517,10815
1,121,1,73,AL,Jefferson County,159,272,8527
1,121,1,117,AL,Shelby County,132,235,6632
1,121,1,37,AL,Coosa County,89,193,3400
1,121,1,27,AL,Clay County,46,94,1646
1,121,1,89,AL,Madison County,42,69,1441
1,121,1,55,AL,Etowah County,41,86,1457
1,121,1,123,AL,Tallapoosa County,26,54,982
1,123,1,123,AL,Tallapoosa County Non-migrants,13413,27672,819478
1,123,1,81,AL,Lee County,152,312,8924
1,123,1,51,AL,Elmore County,128,271,6435
1,123,1,37,AL,Coosa County,67,143,2701
1,123,1,101,AL,Montgomery County,49,88,2458
1,123,1,121,AL,Talladega County,38,78,1199
1,123,1,73,AL,Jefferson County,31,51,2110
1,123,1,117,AL,Shelby County,23,39,2762
1,125,1,125,AL,Tuscaloosa County Non-migrants,64482,133703,4657905
1,125,1,73,AL,Jefferson County,674,1197,33173
1,125,1,117,AL,Shelby County,214,391,12041
1,125,1,65,AL,Hale County,165,353,7212
1,125,1,107,AL,Pickens County,137,285,5828
1,125,1,7,AL,Bibb County,134,282,6424
1,125,1,89,AL,Madison County,115,187,5245
1,125,1,3,AL,Baldwin County,88,162,5813
1,125,1,57,AL,Fayette County,76,152,3498
1,125,1,63,AL,Greene County,60,117,2476
1,125,13,121,GA,Fulton County,52,78,2858
1,125,1,101,AL,Montgomery County,51,88,2191
1,125,1,91,AL,Marengo County,48,75,1881
1,125,1,97,AL,Mobile County,43,66,2368
1,125,1,127,AL,Walker County,43,85,2759
1,125,48,201,TX,Harris County,35,67,1483
1,125,1,119,AL,Sumter County,33,61,1053
1,125,13,67,GA,Cobb County,33,42,1062
1,125,1,115,AL,St. Clair County,32,52,1305
1,125,1,83,AL,Limestone County,31,51,1667
1,125,1,81,AL,Lee County,29,58,1327
1,125,13,89,GA,DeKalb County,28,45,1343
1,125,1,51,AL,Elmore County,27,41,594
1,125,48,113,TX,Dallas County,27,38,1248
1,125,47,37,TN,Davidson County,26,32,1002
1,125,1,15,AL,Calhoun County,24,41,999
1,125,1,43,AL,Cullman County,24,53,1779
1,125,1,47,AL,Dallas County,23,38,544
1,125,47,65,TN,Hamilton County,23,38,1127
1,125,1,93,AL,Marion County,22,35,1004
1,125,12,33,FL,Escambia County,22,36,1219
1,125,47,157,TN,Shelby County,21,36,1830
1,125,1,1,AL,Autauga County,20,48,978
1,125,1,77,AL,Lauderdale County,20,38,835
1,125,1,105,AL,Perry County,20,46,688
1,125,12,57,FL,Hillsborough County,20,35,1043
1,127,1,127,AL,Walker County Non-migrants,19946,42690,1189125
1,127,1,73,AL,Jefferson County,296,547,12663
1,127,1,133,AL,Winston County,87,165,3280
1,127,1,43,AL,Cullman County,58,135,3314
1,127,1,117,AL,Shelby County,39,71,2369
1,127,1,125,AL,Tuscaloosa County,37,59,1324
1,127,1,93,AL,Marion County,33,59,918
1,127,1,9,AL,Blount County,25,48,966
1,127,1,57,AL,Fayette County,25,45,783
1,127,1,3,AL,Baldwin County,24,44,1419
1,129,1,129,AL,Washington County Non-migrants,4967,10814,287865
1,129,1,97,AL,Mobile County,147,318,6663
1,129,1,25,AL,Clarke County,42,98,1895
1,131,1,131,AL,Wilcox County Non-migrants,3238,6829,136218
1,131,1,25,AL,Clarke County,28,59,937
1,133,1,133,AL,Winston County Non-migrants,7097,15313,449693
1,133,1,127,AL,Walker County,92,188,3071
1,133,1,93,AL,Marion County,73,145,2554
1,133,1,43,AL,Cullman County,69,149,2948
1,133,1,59,AL,Franklin County,32,78,987
2,13,2,13,AK,Aleutians East Borough Non-migrants,533,1011,27080
2,16,2,16,AK,Aleutians West Census Area Non-migrants,1420,2819,118975
2,16,2,20,AK,Anchorage Municipality,29,53,1586
2,20,2,20,AK,Anchorage Municipality Non-migrants,109603,213572,10231057
2,20,2,170,AK,Matanuska-Susitna Borough,1422,2802,103012
2,20,2,122,AK,Kenai Peninsula Borough,373,589,27760
2,20,4,13,AZ,Maricopa County,283,522,24961
2,20,32,3,NV,Clark County,192,378,14232
2,20,53,33,WA,King County,176,250,12471
2,20,2,90,AK,Fairbanks North Star Borough,175,312,9998
2,20,57,5,FR,Foreign - APO/FPO ZIPs,167,340,9675
2,20,53,53,WA,Pierce County,121,247,8021
2,20,48,29,TX,Bexar County,103,222,6839
2,20,48,201,TX,Harris County,95,196,15226
2,20,8,41,CO,El Paso County,90,217,5577
2,20,15,3,HI,Honolulu County,87,169,4712
2,20,4,19,AZ,Pima County,82,146,7086
2,20,2,110,AK,Juneau City and Borough,80,116,4532
2,20,6,37,CA,Los Angeles County,76,107,2673
2,20,37,51,NC,Cumberland County,75,179,4280
2,20,6,73,CA,San Diego County,66,101,3957
